,0,L8 code
1438,IPKnow,IPKnow
1439,IPKnow,IPKnow
1440,IPKnow,IPKnow
1441,IPKnow,IPKnow
1442,IPKnow,IPKnow
1443,ComposingIPstate,IPKnow
1444,IPKnow,IPKnow
1445,IPKnow,IPKnow
1446,IPKnow,IPKnow
1447,IPKnow,IPKnow
1448,IPKnow,IPKnow
1449,IPKnow,IPKnow
1450,IPKnow,IPKnow
1451,ShareStoryPlatform,ShareStoryPlatform
1452,ShareStoryPlatform,ShareStoryPlatform
1453,ShareStoryPlatform,ShareStoryPlatform
1454,BasicKnowContRisk,BasicKnowContRisk
1455,EditContentOnline,EditContentOnline
1456,BasicKnowContRisk,BasicKnowContRisk
1457,BasicKnowContRisk,BasicKnowContRisk
1458,CreateContentOnline,CreateContentOnline
1459,BasicContentSkills,BasicContentSkills
1460,BasicKnowContRisk,BasicKnowContRisk
1461,WatchingViolenceRisk,BasicImpactContRisk
1462,WatchingViolenceRisk,WatchingViolenceRisk
1463,BasicKnowContRisk,GlobalCitizen
1464,WatchingViolenceRisk,WatchingViolenceRisk
1465,IdentifyRiskContent,IdentifyRiskContent
1466,IdentifyRiskContent,IdentifyRiskContent
1467,WatchingViolenceRisk,WatchingViolenceRisk
1468,WatchingViolenceRisk,WatchingViolenceRisk
1469,WatchingViolenceRisk,WatchingViolenceRisk
1470,WatchingViolenceRisk,WatchingViolenceRisk
1471,WatchingViolenceRisk,WatchingViolenceRisk
1472,IdentifyRiskContent,IdentifyRiskContent
1473,WatchingViolenceRisk,WatchingViolenceRisk
1474,RepContRisk,RepContRisk
1475,WatchingViolenceRisk,WatchingViolenceRisk
1476,BasicKnowContRisk,BasicKnowContRisk
1477,WatchingViolenceRisk,WatchingViolenceRisk
1478,WatchingViolenceRisk,WatchingViolenceRisk
1479,BasicKnowContRisk,BasicKnowContRisk
1480,WatchingViolenceRisk,WatchingViolenceRisk
1481,BasicKnowContRisk,BasicKnowContRisk
1482,WatchingViolenceRisk,WatchingViolenceRisk
1483,WatchingViolenceRisk,WatchingViolenceRisk
1484,WatchingViolenceRisk,WatchingViolenceRisk
1485,BasicKnowContRisk,BasicKnowContRisk
1486,BasicKnowContRisk,BasicKnowContRisk
1487,BasicKnowContRisk,BasicKnowContRisk
1488,BasicKnowContRisk,BasicKnowContRisk
1489,BasicKnowContRisk,BasicKnowContRisk
1490,BasicKnowContRisk,BasicKnowContRisk
1491,BasicKnowContRisk,BasicKnowContRisk
1492,WatchingViolenceRisk,WatchingViolenceRisk
1493,FeedbackLoop,FeedbackLoop
1494,FeedbackLoop,FeedbackLoop
1495,SelfEsteem,SelfEsteem
1496,AttSocialComparison,AttSocialComparison
1497,MediaInfKnow,MediaInfKnow
1498,SelfEsteem,SelfEsteem
1499,MediaInfKnow,MediaInfKnow
1500,OnlineSocialMovement,OnlineSocialMovement
1501,OnlineSocialMovement,OnlineSocialMovement
1502,AttSocialComparison,AttSocialComparison
1503,FeedbackLoop,FeedbackLoop
1504,FeedbackLoop,RuleST
1505,SkillsUnder,SkillsUnder
1506,MediaInfKnow,OnlineSocialMovement
1507,OnlineSocialMovement,OnlineSocialMovement
1508,ManageDigitalInitiative,ManageDigitalInitiative
1509,GameDev,GameDev
1510,KnowGoodDH,MediaInfKnow
1511,MediaInfKnow,MediaInfKnow
1512,MediaInfKnow,MediaInfKnow
1513,BasicKnowContRisk,BasicKnowContRisk
1514,WatchingViolenceRisk,WatchingViolenceRisk
1515,KnowGoodDH,KnowGoodDH
1516,WatchingViolenceRisk,WatchingViolenceRisk
1517,WatchingViolenceRisk,WatchingViolenceRisk
1518,FeedbackLoop,WatchingViolenceRisk
1519,FeedbackLoop,FeedbackLoop
1520,FeedbackLoop,FeedbackLoop
1521,SearchInfo,SearchInfo
1522,SearchInfo,SearchInfo
1523,SearchInfo,SearchInfo
1524,NaviInfo,NaviInfo
1525,NaviInfo,NaviInfo
1526,NaviInfo,NaviInfo
1527,NaviInfo,NaviInfo
1528,FeedbackLoop,FeedbackLoop
1529,NaviInfo,NaviInfo
1530,NaviInfo,NaviInfo
1531,SearchInfo,SearchInfo
1532,SearchInfo,SearchInfo
1533,SearchInfo,SearchInfo
1534,SearchInfo,SearchInfo
1535,SearchInfo,SearchInfo
1536,NaviInfo,NaviInfo
1537,SearchInfo,SearchInfo
1538,BasicVoc,BasicVoc
1539,CommReasons,CommReasons
1540,CommAtt,CommAtt
1541,FeedbackLoop,HelpContRisk
1542,BasicKnowContRisk,AwareSTHabits
1543,PrioritizeLife,PrioritizeLife
1544,MediaCampaign,MediaCampaign
1545,CommReasons,SelfAwareDFM
1546,FeedbackLoop,CreateContentOnline
1547,STEnt,STEnt
1548,BasicKnowContRisk,BasicKnowContRisk
1549,BasicKnowContRisk,BasicKnowContRisk
1550,BasicKnowContRisk,BasicKnowContRisk
1551,BasicKnowContRisk,BasicKnowContRisk
1552,BasicKnowContRisk,BasicKnowContRisk
1553,CommAtt,CommAtt
1554,BasicKnowContRisk,BasicKnowContRisk
1555,BasicKnowContRisk,BasicKnowContRisk
1556,BasicKnowContRisk,BasicKnowContRisk
1557,WatchingViolenceRisk,WatchingViolenceRisk
1558,CommReasons,CommReasons
1559,BasicKnowContRisk,GlobalCitizen
1560,GlobalCitizen,GlobalCitizen
1561,STEnt,STEnt
1562,BasicKnowContRisk,BasicKnowContRisk
1563,BasicKnowContRisk,BasicKnowContRisk
1564,BasicKnowContRisk,BasicKnowContRisk
1565,BasicKnowContRisk,BasicKnowContRisk
1566,BasicKnowContRisk,BasicKnowContRisk
1567,BasicKnowContRisk,BasicKnowContRisk
1568,BasicKnowContRisk,WatchingViolenceRisk
1569,GlobalCitizen,BasicKnowContRisk
1570,BasicKnowContRisk,BasicKnowContRisk
1571,BasicKnowContRisk,BasicKnowContRisk
1572,BasicKnowContRisk,BasicKnowContRisk
1573,BasicKnowContRisk,BasicKnowContRisk
1574,BasicKnowContRisk,BasicKnowContRisk
1575,CommReasons,DMBeh
1576,DesignStrategy,DesignStrategy
1577,TeamCommSkill,TeamCommSkill
1578,SelfEfficacy,SelfEfficacy
1579,CommReasons,SelfEfficacy
1580,BasicVoc,BasicVoc
1581,FeedbackLoop,SearchInfo
1582,DefDF,DefDF
1583,BasicVoc,BasicVoc
1584,BasicVoc,SelfEfficacy
1585,FeedbackLoop,FeedbackLoop
1586,KnowPersonalInfo,AvoidRiskContent
1587,RuleST,IdentifyRiskContent
1588,NatureOnline,NatureOnline
1589,AvoidRiskContact,AvoidRiskContact
1590,InformContactRisk,InformContactRisk
1591,BehCV,DealCB
1592,IPKnow,IPKnow
1593,TechBlockCC,TechBlockCC
1594,AvoidRiskContact,AvoidRiskContact
1595,AvoidRiskContact,AvoidRiskContact
1596,RuleST,RuleST
1597,RuleST,RuleST
1598,TechBlockCC,LimitST
1599,RuleST,RuleST
1600,RuleST,RuleST
1601,TechBlockCC,TechBlockCC
1602,AvoidRiskContent,AvoidRiskContent
1603,StratEmReg,StratEmReg
1604,RuleST,RuleST
1605,ResponsibilityUserCB,ResponsibilityUserCB
1606,InternetAct,InternetAct
1607,LimitST,LimitST
1608,AvoidRiskContent,AvoidRiskContent
1609,SelfEfficacy,SelfEfficacy
1610,FeedbackLoop,BasicVoc
1611,CommKnow,CommKnow
1612,BasicVoc,BasicVoc
1613,TeamCommSkill,TeamCommSkill
1614,NatureDF,CommReasons
1615,SelfEfficacy,SelfEfficacy
1616,SkillsUnder,SkillsUnder
1617,SkillsUnder,SkillsUnder
1618,FeedbackLoop,FeedbackLoop
1619,SkillsUnder,SkillsUnder
1620,SelfEfficacy,SelfEfficacy
1621,CommAtt,CommAtt
1622,CommTech,CommTech
1623,CommReasons,CommReasons
1624,FeedbackLoop,CommTech
1625,OrganizeInfo,OrganizeInfo
1626,TeamCommSkill,TeamCommSkill
1627,FeedbackLoop,FeedbackLoop
1628,KnowEcho,KnowEcho
1629,TeamCommSkill,TeamCommSkill
1630,TeamCommSkill,TeamCommSkill
1631,DealCB,DMBeh
1632,AttPISharing,Netiquette
1633,CollabEdit,CollabEdit
1634,FavAttDF,FavAttDF
1635,FavAttDF,FavAttDF
1636,DealCB,OnlineCul
1637,OnlineCul,OnlineCul
1638,SkillsUnder,SkillsUnder
1639,CopeNegCB,SkillsUnder
1640,CommSkillsCB,CommSkillsCB
1641,PersonalDataProcess,PersonalDataProcess
1642,IPKnow,IPKnow
1643,ConflictIPKnow,IPKnow
1644,AvoidRiskContact,AvoidRiskContact
1645,TeamCommSkill,SelfAwareDFM
1646,BehCB,BehCB
1647,FeedbackLoop,FeedbackLoop
1648,BehCB,BehCB
1649,AvoidRiskContact,AvoidRiskContact
1650,NatureCB,NatureCB
1651,TeamCommSkill,TeamCommSkill
1652,TeamCommSkill,TeamCommSkill
1653,HelpContRisk,HelpContRisk
1654,HelpContRisk,HelpContRisk
1655,FeedbackLoop,FeedbackLoop
1656,AvoidRiskContent,AvoidRiskContent
1657,BasicKnowContRisk,NatureCB
1658,UnderCyberThreats,UnderCyberThreats
1659,BasicKnowContRisk,BasicKnowContRisk
1660,NatureCB,NatureCB
1661,BehCB,BehCB
1662,ResponsibilityUserCB,ResponsibilityUserCB
1663,FeedbackLoop,FeedbackLoop
1664,KnowOtherPISafe,PrivacyHumanRight
1665,UnwantedContactRisk,RemContRisk
1666,CommAtt,CommAtt
1667,CommAtt,CommAtt
1668,ProtectOthersCB,ProtectOthersCB
1669,ProtectOthersCB,ProtectOthersCB
1670,CommKnow,CommKnow
1671,FactCheckingInfo,BasicContentSkills
1672,CreateContentOnline,CreateContentOnline
1673,CreateContentOnline,CreateContentOnline
1674,CreateContentOnline,CreateContentOnline
1675,CreateContentOnline,CreateContentOnline
1676,FactCheckingInfo,BasicContentSkills
1677,BasicContentSkills,BasicContentSkills
1678,InternetAct,InternetAct
1679,BasicKnowContRisk,BasicKnowContRisk
1680,VigilCS,VigilCS
1681,BasicKnowContRisk,BasicKnowContRisk
1682,IntentPrivacyProtect,IntentPrivacyProtect
1683,IdentifyRiskContent,IdentifyRiskContent
1684,VigilCS,VigilCS
1685,IdentifyRiskContent,IdentifyRiskContent
1686,IdentifyRiskContent,IdentifyRiskContent
1687,IdentifyRiskContent,IdentifyRiskContent
1688,TechBlockCC,TechBlockCC
1689,StrongPwd,TechBlockCC
1690,IdentifyRiskContent,StrongPwd
1691,GameDev,GameDev
1692,GameDev,GameDev
1693,VigilCS,VigilCS
1694,UnderCyberThreats,UnderPhishing
1695,PersonalDataProcess,PersonalDataProcess
1696,UnderCyberThreats,IntentPrivacyProtect
1697,PurchaseOnlineSavvy,PurchaseOnlineSavvy
1698,TechBlockCC,StratEmReg
1699,UnderCyberThreats,UnderCyberThreats
1700,UnderCyberThreats,UnderCyberThreats
1701,UnderCyberThreats,UnderCyberThreats
1702,UnderCyberThreats,UnderCyberThreats
1703,UnderPhishing,UnderPhishing
1704,UnderCyberThreats,UnderCyberThreats
1705,RemContRisk,RemContRisk
1706,BasicInternetSkills,BasicInternetSkills
1707,TechBlockCC,TechBlockCC
1708,UnderCyberThreats,StrategyCyberThreats
1709,PersonalDataProcess,TechBlockCC
1710,TechBlockCC,TechBlockCC
1711,TechBlockCC,TechBlockCC
1712,StrongPwd,StrongPwd
1713,AnonyPI,AnonyPI
1714,StrategyCyberThreats,StrategyCyberThreats
1715,CombatNegDFLife,CombatNegDFLife
1716,PurchaseOnline,PurchaseOnline
1717,AttTechPI,AttTechPI
1718,TechBlockCC,TechBlockCC
1719,SkillsLimitPI,SkillsLimitPI
1720,RepContRisk,RepContRisk
1721,StrategyCyberThreats,StrategyCyberThreats
1722,PurchaseOnlineSavvy,PurchaseOnlineSavvy
